 	image_0481.jpg	image_0482.jpg	image_0483.jpg	image_0485.jpg	image_0486.jpg	image_0487.jpg	image_0489.jpg	image_0490.jpg	image_0491.jpg	image_0493.jpg	image_0494.jpg	image_0495.jpg	image_0496.jpg	image_0497.jpg	image_0498.jpg	image_0499.jpg	image_0500.jpg	image_0504.jpg	image_0505.jpg	image_0506.jpg	image_0511.jpg	image_0512.jpg	image_0513.jpg	image_0514.jpg	image_0515.jpg	image_0516.jpg	image_0517.jpg	image_0518.jpg	image_0519.jpg	image_0520.jpg	image_0521.jpg	image_0522.jpg	image_0523.jpg	image_0525.jpg	image_0526.jpg	image_0530.jpg	image_0531.jpg	image_0721.jpg	image_0722.jpg	image_0723.jpg	image_0724.jpg	image_0725.jpg	image_0726.jpg	image_0727.jpg	image_0728.jpg	image_0729.jpg	image_0730.jpg	image_0731.jpg	image_0732.jpg	image_0733.jpg	image_0734.jpg	image_0735.jpg	image_0736.jpg	image_0737.jpg	image_0738.jpg	image_0739.jpg	image_0740.jpg	image_0741.jpg	image_0742.jpg	image_0743.jpg	image_0744.jpg	image_0745.jpg	image_0746.jpg	image_0747.jpg	image_0748.jpg	image_0749.jpg	image_0750.jpg	image_0751.jpg	image_0752.jpg	image_0753.jpg	image_0754.jpg	image_0755.jpg	image_0756.jpg	image_0757.jpg	image_0758.jpg	image_0759.jpg	image_0760.jpg	image_0761.jpg	image_0762.jpg	image_0763.jpg	image_0764.jpg	image_0765.jpg	image_0766.jpg	image_0767.jpg	image_0768.jpg	image_0769.jpg	image_0770.jpg	image_0771.jpg	image_0772.jpg	image_0773.jpg	image_0774.jpg	image_0775.jpg	image_0776.jpg	image_0777.jpg	image_0778.jpg	image_0780.jpg	image_0781.jpg	image_0785.jpg	image_0786.jpg	image_0787.jpg	image_0788.jpg	image_0789.jpg	image_0790.jpg	image_0791.jpg	image_0792.jpg	image_0793.jpg	image_0794.jpg	image_0795.jpg	image_0796.jpg	image_0797.jpg	image_0798.jpg	image_0799.jpg	image_0801.jpg	image_0802.jpg	image_0805.jpg	image_0806.jpg	image_0807.jpg	image_0808.jpg	image_0809.jpg	image_0810.jpg	image_0811.jpg	image_0812.jpg	image_0813.jpg	image_0814.jpg	image_0815.jpg	image_0816.jpg	image_0817.jpg	image_0818.jpg	image_0821.jpg	image_0822.jpg	image_0823.jpg	image_0824.jpg	image_0825.jpg	image_0826.jpg	image_0827.jpg	image_0828.jpg	image_0829.jpg	image_0830.jpg	image_0831.jpg	image_0832.jpg	image_0833.jpg	image_0834.jpg	image_0835.jpg	image_0836.jpg	image_0837.jpg	image_0838.jpg	image_0839.jpg	image_0840.jpg	image_0841.jpg	image_0842.jpg	image_0843.jpg	image_0844.jpg	image_0846.jpg	image_0847.jpg	image_0848.jpg	image_0849.jpg	image_0850.jpg	image_0851.jpg	image_0852.jpg	image_0853.jpg	image_0854.jpg	image_0856.jpg	image_0858.jpg	image_0859.jpg	image_0860.jpg	image_0861.jpg	image_0862.jpg	image_0863.jpg	image_0865.jpg	image_0866.jpg	image_0867.jpg	image_1281.jpg	image_1285.jpg	image_1288.jpg	image_1291.jpg	image_1293.jpg	image_1294.jpg	image_1296.jpg	image_1297.jpg	image_1300.jpg	image_1301.jpg	image_1302.jpg	image_1303.jpg	image_1305.jpg	image_1307.jpg	image_1308.jpg	image_1309.jpg	image_1310.jpg	image_1311.jpg	image_1312.jpg	image_1314.jpg	image_1317.jpg	image_1318.jpg	image_1319.jpg	image_1320.jpg	image_1324.jpg	image_1325.jpg	image_1326.jpg	image_1327.jpg	image_1329.jpg	image_1333.jpg	image_1334.jpg	image_1341.jpg	image_1343.jpg	image_1345.jpg	image_1346.jpg	image_1347.jpg	image_1355.jpg	image_1359.jpg
image_0725.jpg	0.99	0.98	0.98	0.98	0.98	0.98	0.99	0.98	0.99	0.97	0.98	0.97	0.98	0.97	0.99	0.99	0.97	0.99	0.98	0.98	0.98	0.99	0.98	0.99	0.99	0.98	0.99	0.98	0.98	0.98	0.99	0.98	0.99	0.99	0.95	0.97	0.99	0.98	0.98	0.98	0.97	1.00	0.98	0.94	0.99	0.98	0.98	0.97	0.97	0.99	0.98	0.98	0.97	0.97	0.97	0.97	0.98	0.97	0.97	0.99	0.99	0.98	0.98	0.98	0.99	0.96	0.98	0.97	0.97	0.98	0.97	0.97	0.98	0.98	0.98	0.98	0.98	0.97	0.97	0.98	0.97	0.97	0.98	0.99	0.97	0.98	0.97	0.98	0.97	0.97	0.97	0.98	0.97	0.98	0.98	0.98	0.99	0.98	0.98	0.97	0.99	0.98	0.98	0.96	0.98	0.97	0.99	0.98	0.98	0.97	0.97	0.97	0.97	0.97	0.96	0.97	0.97	0.96	0.97	0.97	0.96	0.97	0.97	0.97	0.98	0.98	0.96	0.98	0.96	0.96	0.96	0.97	0.98	0.98	0.97	0.96	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.97	0.97	0.97	0.97	0.98	0.97	0.97	0.98	0.96	0.97	0.96	0.96	0.97	0.96	0.96	0.96	0.98	0.98	0.96	0.96	0.97	0.97	0.98	0.97	0.99	0.98	0.97	0.96	0.98	0.99	0.98	0.99	0.98	0.99	0.96	0.98	0.97	0.98	0.98	0.96	0.98	0.98	0.96	0.98	0.98	0.98	0.99	0.97	0.97	0.98	0.97	0.98	0.98	0.95	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.97	0.99	0.98
image_0726.jpg	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.97	0.97	0.98	0.98	0.98	0.97	0.97	0.98	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.96	0.96	0.98	0.98	0.97	0.98	0.97	0.98	1.00	0.95	0.98	0.98	0.98	0.97	0.97	0.97	0.99	0.98	0.98	0.97	0.98	0.96	0.98	0.96	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.96	0.98	0.98	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.97	0.97	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.96	0.96	0.98	0.97	0.98	0.99	0.98	0.98	0.98	0.98	0.96	0.97	0.97	0.97	0.98	0.97	0.98	0.98	0.96	0.97	0.97	0.97	0.98	0.96	0.97	0.97	0.96	0.96	0.97	0.97	0.98	0.97	0.97	0.97	0.97	0.98	0.97	0.97	0.97	0.98	0.98	0.97	0.97	0.97	0.98	0.98	0.97	0.97	0.97	0.96	0.98	0.96	0.97	0.98	0.97	0.96	0.97	0.97	0.98	0.96	0.96	0.96	0.97	0.98	0.97	0.98	0.97	0.97	0.95	0.98	0.98	0.97	0.98	0.98	0.97	0.97	0.98	0.97	0.98	0.97	0.96	0.98	0.98	0.96	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.97	0.97	0.98	0.95	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.97	0.97	0.98	0.98
image_0727.jpg	0.95	0.96	0.96	0.93	0.95	0.94	0.95	0.95	0.94	0.96	0.95	0.94	0.95	0.96	0.94	0.94	0.95	0.95	0.95	0.93	0.95	0.94	0.96	0.94	0.94	0.94	0.95	0.95	0.93	0.96	0.94	0.94	0.94	0.94	0.96	0.94	0.94	0.95	0.94	0.96	0.95	0.94	0.95	1.00	0.95	0.96	0.95	0.97	0.96	0.94	0.95	0.95	0.96	0.95	0.95	0.95	0.94	0.95	0.96	0.95	0.94	0.96	0.96	0.95	0.95	0.97	0.95	0.96	0.97	0.94	0.96	0.96	0.94	0.96	0.96	0.95	0.95	0.97	0.97	0.95	0.96	0.97	0.94	0.94	0.96	0.95	0.96	0.95	0.95	0.95	0.96	0.95	0.96	0.94	0.95	0.95	0.94	0.95	0.95	0.97	0.94	0.95	0.94	0.93	0.96	0.93	0.94	0.95	0.96	0.94	0.95	0.94	0.93	0.95	0.96	0.96	0.93	0.96	0.94	0.96	0.95	0.96	0.95	0.95	0.94	0.94	0.96	0.94	0.96	0.95	0.96	0.96	0.95	0.95	0.95	0.95	0.95	0.96	0.94	0.95	0.96	0.95	0.96	0.95	0.96	0.95	0.96	0.95	0.95	0.95	0.95	0.96	0.96	0.96	0.95	0.95	0.96	0.94	0.96	0.95	0.95	0.95	0.96	0.93	0.96	0.95	0.95	0.94	0.95	0.95	0.93	0.94	0.94	0.94	0.94	0.94	0.93	0.96	0.94	0.93	0.94	0.93	0.93	0.95	0.94	0.95	0.94	0.94	0.94	0.94	0.94	0.93	0.94	0.95	0.94	0.94	0.96	0.94	0.94	0.94	0.94	0.94	0.94	0.93	0.95	0.94	0.95	0.94	0.94
image_0728.jpg	0.99	0.98	0.98	0.98	0.99	0.98	0.99	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.99	0.98	0.98	0.99	0.99	0.97	0.98	0.98	0.98	0.98	0.99	0.98	0.99	0.98	0.97	0.98	0.99	0.99	0.99	0.99	0.96	0.97	0.99	0.98	0.98	0.98	0.98	0.99	0.98	0.95	1.00	0.98	0.99	0.97	0.97	0.99	0.98	0.99	0.98	0.98	0.98	0.97	0.99	0.97	0.98	0.98	0.99	0.98	0.98	0.98	0.99	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.99	0.97	0.98	0.98	0.98	0.97	0.98	0.99	0.98	0.99	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.99	0.99	0.99	0.98	0.98	0.97	0.99	0.98	0.97	0.96	0.98	0.97	0.99	0.98	0.98	0.97	0.98	0.97	0.97	0.97	0.96	0.97	0.97	0.97	0.98	0.97	0.96	0.97	0.97	0.97	0.98	0.97	0.97	0.98	0.96	0.96	0.97	0.97	0.98	0.98	0.97	0.97	0.97	0.98	0.97	0.98	0.97	0.98	0.98	0.97	0.97	0.97	0.98	0.98	0.97	0.97	0.98	0.96	0.97	0.96	0.97	0.98	0.97	0.96	0.97	0.98	0.98	0.96	0.96	0.96	0.97	0.98	0.97	0.98	0.98	0.97	0.96	0.98	0.98	0.98	0.99	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.96	0.99	0.98	0.96	0.98	0.98	0.99	0.98	0.97	0.97	0.98	0.97	0.98	0.98	0.95	0.98	0.99	0.98	0.98	0.99	0.99	0.98	0.98	0.98	0.97	0.99	0.98
image_0729.jpg	0.98	0.98	0.99	0.97	0.99	0.97	0.98	0.98	0.97	0.99	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.98	0.99	0.97	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.97	0.99	0.98	0.97	0.98	0.98	0.96	0.96	0.98	0.98	0.97	0.99	0.98	0.98	0.98	0.96	0.98	1.00	0.99	0.98	0.98	0.98	0.99	0.98	0.99	0.98	0.99	0.97	0.97	0.97	0.99	0.98	0.98	0.98	0.99	0.98	0.98	0.97	0.99	0.99	0.98	0.97	0.99	0.99	0.97	0.99	0.99	0.98	0.98	0.98	0.99	0.98	0.99	0.98	0.98	0.98	0.99	0.99	0.99	0.99	0.98	0.98	0.99	0.98	0.98	0.97	0.98	0.99	0.97	0.99	0.98	0.98	0.98	0.98	0.97	0.96	0.99	0.96	0.98	0.98	0.99	0.97	0.98	0.97	0.97	0.98	0.97	0.98	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.97	0.97	0.98	0.97	0.97	0.98	0.98	0.98	0.98	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.99	0.98	0.98	0.98	0.98	0.99	0.98	0.98	0.98	0.97	0.98	0.97	0.97	0.98	0.98	0.96	0.97	0.98	0.98	0.97	0.97	0.96	0.98	0.98	0.98	0.98	0.98	0.98	0.96	0.97	0.98	0.98	0.98	0.97	0.97	0.97	0.98	0.97	0.98	0.97	0.96	0.98	0.97	0.96	0.97	0.97	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.97	0.96	0.97	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.97
image_0730.jpg	0.99	0.98	0.99	0.97	0.99	0.98	0.99	0.98	0.98	0.98	0.99	0.98	0.98	0.98	0.98	0.98	0.98	0.99	0.99	0.97	0.99	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.99	0.98	0.98	0.98	0.98	0.96	0.97	0.98	0.99	0.98	0.99	0.98	0.98	0.98	0.95	0.99	0.99	1.00	0.98	0.98	0.98	0.99	0.99	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.98	0.99	0.99	0.98	0.99	0.97	0.99	0.99	0.98	0.98	0.98	0.99	0.98	0.99	0.99	0.98	0.99	0.98	0.98	0.99	0.99	0.98	0.98	0.99	0.99	0.99	0.98	0.98	0.98	0.98	0.98	0.99	0.98	0.98	0.99	0.99	0.98	0.99	0.98	0.98	0.98	0.98	0.97	0.96	0.99	0.97	0.98	0.98	0.98	0.97	0.98	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.98	0.98	0.97	0.97	0.98	0.98	0.98	0.97	0.97	0.98	0.96	0.96	0.97	0.97	0.98	0.98	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.99	0.97	0.97	0.98	0.96	0.98	0.96	0.97	0.98	0.97	0.96	0.97	0.98	0.98	0.97	0.96	0.96	0.98	0.98	0.97	0.98	0.98	0.98	0.96	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.97	0.96	0.99	0.98	0.96	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.96	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.97	0.98	0.98
image_0731.jpg	0.97	0.98	0.98	0.96	0.98	0.96	0.97	0.98	0.96	0.98	0.97	0.96	0.97	0.99	0.97	0.96	0.98	0.97	0.97	0.96	0.98	0.97	0.98	0.96	0.97	0.96	0.97	0.97	0.96	0.98	0.96	0.96	0.96	0.97	0.97	0.96	0.97	0.97	0.96	0.98	0.97	0.97	0.97	0.97	0.97	0.98	0.98	1.00	0.98	0.97	0.98	0.97	0.98	0.98	0.97	0.97	0.96	0.97	0.99	0.97	0.97	0.97	0.98	0.97	0.97	0.97	0.98	0.98	0.98	0.96	0.98	0.98	0.96	0.98	0.98	0.97	0.98	0.99	0.98	0.98	0.99	1.00	0.97	0.97	0.98	0.97	0.98	0.97	0.98	0.97	0.98	0.98	0.98	0.96	0.97	0.97	0.96	0.98	0.97	0.98	0.97	0.97	0.96	0.95	0.98	0.95	0.97	0.97	0.98	0.96	0.97	0.96	0.96	0.98	0.97	0.97	0.96	0.98	0.97	0.98	0.97	0.98	0.98	0.98	0.97	0.96	0.98	0.97	0.97	0.97	0.98	0.97	0.98	0.97	0.97	0.97	0.98	0.98	0.96	0.97	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.97	0.97	0.97	0.98	0.96	0.98	0.97	0.98	0.97	0.97	0.96	0.98	0.97	0.98	0.96	0.97	0.98	0.95	0.96	0.97	0.97	0.97	0.96	0.96	0.98	0.96	0.96	0.96	0.96	0.95	0.97	0.96	0.97	0.96	0.96	0.96	0.96	0.97	0.96	0.96	0.97	0.97	0.96	0.97	0.96	0.96	0.97	0.97	0.97	0.97	0.96	0.97	0.97	0.97	0.96	0.96
image_0732.jpg	0.98	0.99	0.98	0.96	0.98	0.97	0.98	0.98	0.97	0.99	0.98	0.96	0.98	0.98	0.97	0.97	0.97	0.98	0.98	0.96	0.98	0.98	0.98	0.97	0.97	0.96	0.98	0.98	0.96	0.99	0.97	0.97	0.97	0.97	0.96	0.96	0.97	0.98	0.97	0.99	0.97	0.97	0.97	0.96	0.97	0.98	0.98	0.98	1.00	0.97	0.98	0.97	0.98	0.97	0.98	0.97	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.97	0.99	0.98	0.97	0.98	0.99	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.97	0.98	0.98	0.99	0.98	0.97	0.97	0.99	0.98	0.97	0.97	0.98	0.98	0.97	0.98	0.97	0.98	0.97	0.98	0.97	0.96	0.98	0.96	0.97	0.97	0.98	0.96	0.97	0.96	0.96	0.97	0.96	0.98	0.96	0.97	0.97	0.97	0.96	0.98	0.97	0.98	0.97	0.97	0.97	0.97	0.97	0.96	0.98	0.98	0.98	0.97	0.98	0.97	0.97	0.98	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.97	0.97	0.97	0.98	0.97	0.97	0.98	0.98	0.96	0.96	0.96	0.98	0.97	0.98	0.97	0.98	0.98	0.96	0.97	0.97	0.97	0.97	0.97	0.97	0.98	0.97	0.96	0.97	0.97	0.95	0.98	0.97	0.96	0.96	0.97	0.97	0.97	0.97	0.96	0.97	0.98	0.97	0.96	0.96	0.97	0.97	0.97	0.97	0.97	0.97	0.96	0.97	0.98	0.98	0.97	0.97
image_0733.jpg	0.99	0.98	0.98	0.98	0.98	0.98	0.99	0.98	0.99	0.97	0.98	0.98	0.98	0.97	0.99	0.98	0.98	0.98	0.99	0.98	0.98	0.99	0.98	0.99	0.99	0.98	0.99	0.98	0.98	0.98	0.99	0.98	0.99	0.98	0.96	0.97	0.99	0.98	0.98	0.98	0.98	0.99	0.97	0.94	0.99	0.98	0.98	0.97	0.97	1.00	0.98	0.98	0.97	0.98	0.97	0.97	0.98	0.97	0.97	0.98	0.98	0.98	0.98	0.98	0.99	0.96	0.98	0.98	0.97	0.98	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.97	0.97	0.98	0.98	0.97	0.98	0.99	0.98	0.98	0.97	0.98	0.97	0.98	0.97	0.98	0.97	0.98	0.98	0.98	0.99	0.98	0.98	0.97	0.99	0.98	0.98	0.96	0.98	0.97	0.99	0.98	0.98	0.97	0.97	0.97	0.97	0.97	0.96	0.97	0.97	0.96	0.98	0.97	0.96	0.97	0.97	0.97	0.98	0.97	0.97	0.98	0.96	0.96	0.97	0.97	0.98	0.98	0.97	0.96	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.97	0.97	0.97	0.97	0.98	0.97	0.97	0.98	0.96	0.97	0.96	0.96	0.98	0.97	0.96	0.97	0.98	0.98	0.96	0.96	0.97	0.97	0.98	0.97	0.98	0.98	0.97	0.96	0.98	0.98	0.98	0.99	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.96	0.98	0.98	0.96	0.98	0.98	0.98	0.98	0.97	0.97	0.98	0.97	0.98	0.98	0.95	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.99	0.98
image_0734.jpg	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.97	0.99	0.98	0.98	0.98	0.98	0.96	0.96	0.98	0.98	0.97	0.98	0.98	0.98	0.99	0.95	0.98	0.99	0.99	0.98	0.98	0.98	1.00	0.98	0.98	0.98	0.99	0.97	0.98	0.97	0.98	0.98	0.98	0.98	0.99	0.99	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.99	0.97	0.99	0.98	0.98	0.98	0.98	0.98	0.98	0.99	0.98	0.98	0.98	0.99	0.99	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.97	0.98	0.99	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.96	0.98	0.96	0.98	0.98	0.98	0.97	0.98	0.98	0.96	0.97	0.97	0.97	0.97	0.97	0.98	0.98	0.97	0.97	0.97	0.98	0.98	0.97	0.97	0.98	0.96	0.96	0.97	0.98	0.98	0.98	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.97	0.97	0.97	0.97	0.98	0.96	0.97	0.98	0.97	0.96	0.97	0.98	0.98	0.97	0.96	0.96	0.98	0.98	0.97	0.98	0.98	0.98	0.96	0.97	0.98	0.97	0.98	0.98	0.97	0.97	0.98	0.97	0.98	0.97	0.96	0.98	0.97	0.96	0.97	0.97	0.98	0.98	0.98	0.97	0.98	0.97	0.97	0.97	0.96	0.97	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.97	0.98	0.97
image_0735.jpg	0.99	0.98	0.98	0.97	0.98	0.98	0.99	0.98	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.99	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.96	0.97	0.99	0.98	0.98	0.98	0.98	0.98	0.98	0.95	0.99	0.98	0.99	0.97	0.97	0.98	0.98	1.00	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.99	0.97	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.99	0.98	0.99	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.97	0.96	0.99	0.97	0.99	0.98	0.98	0.97	0.98	0.97	0.97	0.97	0.96	0.97	0.97	0.97	0.98	0.98	0.97	0.97	0.98	0.97	0.98	0.97	0.97	0.98	0.96	0.96	0.97	0.97	0.98	0.98	0.97	0.97	0.97	0.97	0.97	0.98	0.97	0.99	0.98	0.97	0.97	0.98	0.98	0.98	0.97	0.97	0.98	0.96	0.97	0.96	0.97	0.98	0.97	0.96	0.97	0.98	0.98	0.97	0.96	0.97	0.97	0.99	0.97	0.98	0.98	0.98	0.96	0.98	0.98	0.97	0.98	0.98	0.97	0.97	0.98	0.97	0.98	0.98	0.96	0.98	0.97	0.96	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.95	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.98
image_0736.jpg	0.98	0.98	0.98	0.96	0.98	0.97	0.98	0.98	0.97	0.98	0.98	0.97	0.97	0.98	0.97	0.96	0.97	0.98	0.98	0.96	0.98	0.97	0.98	0.97	0.97	0.97	0.98	0.98	0.97	0.98	0.97	0.97	0.97	0.97	0.96	0.96	0.98	0.98	0.97	0.98	0.98	0.97	0.98	0.96	0.98	0.99	0.98	0.98	0.98	0.97	0.98	0.98	1.00	0.98	0.98	0.96	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.97	0.97	0.98	0.98	0.98	0.97	0.98	0.98	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.97	0.98	0.98	0.98	0.99	0.98	0.98	0.98	0.98	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.96	0.95	0.98	0.96	0.97	0.98	0.99	0.96	0.98	0.96	0.96	0.97	0.97	0.97	0.97	0.97	0.97	0.98	0.97	0.98	0.98	0.98	0.97	0.96	0.97	0.97	0.97	0.96	0.98	0.98	0.98	0.98	0.97	0.97	0.97	0.98	0.97	0.97	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.97	0.97	0.97	0.97	0.98	0.97	0.97	0.98	0.98	0.96	0.97	0.97	0.98	0.97	0.96	0.96	0.98	0.98	0.97	0.97	0.97	0.98	0.96	0.97	0.97	0.97	0.98	0.97	0.96	0.97	0.97	0.97	0.97	0.97	0.95	0.98	0.97	0.96	0.97	0.97	0.97	0.97	0.98	0.97	0.97	0.97	0.97	0.97	0.96	0.97	0.97	0.97	0.98	0.98	0.98	0.97	0.98	0.97	0.97	0.97	0.97
image_0737.jpg	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.97	0.97	0.98	0.98	0.97	0.97	0.98	0.97	0.97	0.97	0.98	0.98	0.96	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.97	0.97	0.98	0.97	0.97	0.97	0.97	0.96	0.96	0.98	0.98	0.97	0.98	0.98	0.97	0.97	0.95	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.98	1.00	0.98	0.97	0.97	0.97	0.99	0.97	0.98	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.97	0.97	0.98	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.99	0.98	0.98	0.98	0.98	0.99	0.98	0.98	0.98	0.98	0.97	0.98	0.99	0.98	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.96	0.95	0.98	0.96	0.98	0.98	0.98	0.96	0.97	0.97	0.96	0.97	0.96	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.96	0.97	0.98	0.96	0.96	0.97	0.97	0.98	0.98	0.97	0.97	0.98	0.97	0.96	0.97	0.97	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.97	0.97	0.97	0.96	0.97	0.96	0.97	0.97	0.97	0.96	0.97	0.97	0.98	0.97	0.96	0.96	0.97	0.98	0.97	0.97	0.97	0.97	0.95	0.97	0.97	0.97	0.98	0.97	0.97	0.97	0.97	0.96	0.97	0.97	0.96	0.98	0.97	0.96	0.97	0.97	0.97	0.97	0.97	0.96	0.97	0.97	0.97	0.97	0.95	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97
image_0738.jpg	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.97	0.98	0.98	0.97	0.97	0.98	0.98	0.97	0.97	0.98	0.98	0.96	0.98	0.97	0.98	0.97	0.97	0.97	0.98	0.98	0.97	0.98	0.97	0.97	0.97	0.97	0.96	0.96	0.98	0.98	0.97	0.98	0.98	0.97	0.98	0.95	0.98	0.99	0.98	0.97	0.98	0.97	0.99	0.98	0.98	0.98	1.00	0.96	0.97	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.97	0.98	0.98	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.97	0.98	0.96	0.95	0.98	0.96	0.97	0.98	0.98	0.97	0.98	0.97	0.96	0.97	0.97	0.97	0.97	0.97	0.97	0.98	0.97	0.97	0.97	0.97	0.97	0.96	0.97	0.98	0.96	0.96	0.97	0.97	0.98	0.98	0.97	0.97	0.97	0.98	0.97	0.97	0.97	0.98	0.98	0.97	0.98	0.97	0.98	0.98	0.97	0.97	0.97	0.96	0.98	0.96	0.97	0.97	0.97	0.96	0.97	0.97	0.98	0.97	0.96	0.96	0.97	0.98	0.97	0.97	0.97	0.97	0.95	0.97	0.97	0.97	0.98	0.97	0.97	0.97	0.98	0.97	0.97	0.97	0.95	0.98	0.97	0.96	0.97	0.97	0.97	0.98	0.98	0.97	0.97	0.97	0.97	0.97	0.96	0.97	0.97	0.98	0.98	0.98	0.98	0.97	0.98	0.97	0.97	0.97	0.97
